Datetime,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2025-09-15,515.3599853515625,515.469970703125,507.0,508.7900085449219,17143800
2025-09-16,509.0400085449219,517.22998046875,508.6000061035156,516.8800048828125,19711900
2025-09-17,510.0199890136719,511.2900085449219,505.92999267578125,510.6199951171875,15816600
2025-09-18,508.45001220703125,513.0700073242188,507.6600036621094,511.489990234375,18913700
2025-09-19,517.9299926757812,519.2999877929688,510.30999755859375,510.55999755859375,52474100
2025-09-22,514.4500122070312,517.739990234375,512.5399780273438,515.5900268554688,20009300
2025-09-23,509.2300109863281,514.5900268554688,507.30999755859375,513.7999877929688,19799600
2025-09-24,510.1499938964844,512.47998046875,506.9200134277344,510.3800048828125,13533700
2025-09-25,507.0299987792969,510.010009765625,505.0400085449219,508.29998779296875,15786500
2025-09-26,511.4599914550781,513.9400024414062,506.6199951171875,510.05999755859375,16213100
2025-09-29,514.5999755859375,516.8499755859375,508.8800048828125,511.5,17617800
2025-09-30,517.9500122070312,518.1599731445312,509.6600036621094,513.239990234375,19728200
2025-10-01,519.7100219726562,520.510009765625,511.69000244140625,514.7999877929688,22632300
2025-10-02,515.739990234375,521.5999755859375,510.67999267578125,517.6400146484375,21222900
2025-10-03,517.3499755859375,520.489990234375,515.0,517.0999755859375,15112300
2025-10-06,528.5700073242188,531.030029296875,518.2000122070312,518.6099853515625,21388600
2025-10-07,523.97998046875,529.7999877929688,521.4400024414062,528.2899780273438,14615200
2025-10-08,524.8499755859375,526.9500122070312,523.0900268554688,523.280029296875,13363400
2025-10-09,522.4000244140625,524.3300170898438,517.4000244140625,522.3400268554688,18343600
2025-10-10,510.9599914550781,523.5800170898438,509.6300048828125,519.6400146484375,24133800
2025-10-13,514.0499877929688,516.4099731445312,511.67999267578125,516.4099731445312,14284200
2025-10-14,513.5700073242188,515.281982421875,506.0,509.8500061035156,14368234
